Vehicle ID,Vehicle Type,Make & Model,Year of Manufacture,Fuel Type,Odometer Reading (km),Last Service Date,Next Service Due Date,Fuel Efficiency (km/l),Driver ID,Driver Experience (Years),Region of Operation,Trip Distance (km),Trip Duration (hrs),Average Speed (km/h),Fuel Consumption (liters),Fuel Cost (per trip),Total Maintenance Cost (YTD),Breakdowns Reported (YTD),Insurance Expiry Date,CO2 Emissions (g/km),Vehicle Status,Route Risk Level,Idle Time (hrs/month),Number of Trips (YTD)
VH-13674,Van,Ford Transit,2024,Petrol,198805,2024-05-25,2024-06-25,20.64,DR-7229,35,South,186.39,4.98,37.43,9.03,17.45,8083.79,9,2025-04-03,334.63,Decommissioned,Medium,47.12,850
VH-13675,Car,Ford Focus,2010,Hybrid,466724,2024-05-27,2024-10-18,19.29,DR-1273,9,Central,193.11,2.97,65.02,10.01,23.75,9174.94,5,2025-07-01,283.37,Active,Medium,44.51,272
VH-13676,Bus,Volvo 7900,2012,Hybrid,33546,2024-11-01,2025-03-25,10.61,DR-6489,29,South,959.09,8.4,114.18,90.39,272.55,1318.49,2,2025-05-03,74.49,In Repair,High,14.48,425
VH-13677,Bus,Mercedes Citaro,2006,Diesel,204723,2024-12-28,2025-03-31,17.36,DR-2016,34,Central,446.23,6.35,70.27,25.7,86.33,8350.48,10,2025-06-13,245.66,Decommissioned,Medium,30.85,828
VH-13678,Bus,Scania Citywide,2012,Hybrid,49110,2025-01-09,2025-05-20,15.86,DR-5319,31,Central,186.9,1.56,119.81,11.78,27.05,5965.52,3,2025-08-29,154.9,Decommissioned,High,30.18,851
VH-13679,Van,Ford Transit,2015,Diesel,249094,2024-10-11,2025-01-19,12.67,DR-9315,31,East,673.77,6.93,97.23,53.18,127.69,6041.83,4,2025-04-30,312.35,Active,High,28.18,956
VH-13680,Car,Honda Civic,2023,Hybrid,150442,2024-07-28,2024-11-02,12.33,DR-2574,13,South,925.66,22.72,40.74,75.07,199.24,4245.41,0,2025-07-11,242.91,Decommissioned,Low,5.64,844
VH-13681,Van,Mercedes Sprinter,2010,Diesel,266931,2024-02-25,2024-06-03,17.78,DR-1607,11,Central,8.21,0.34,24.15,0.46,1.32,4451.07,3,2025-10-12,172.25,Decommissioned,Medium,11.94,337
VH-13682,Motorcycle,Kawasaki Z650,2022,Diesel,291930,2024-12-14,2025-06-09,14.08,DR-6437,6,West,692.95,15.25,45.44,49.22,82.77,5485.13,4,2025-03-29,297.3,In Repair,High,27.32,614
VH-13683,Truck,Scania R,2022,Hybrid,420932,2024-09-04,2025-01-13,4.93,DR-9976,13,West,673.12,6.65,101.22,136.54,377.28,8569.01,0,2025-09-11,58.37,Decommissioned,Medium,44.79,722
VH-13684,Motorcycle,Kawasaki Z650,2012,Petrol,589647,2024-06-20,2024-11-11,4.28,DR-4245,1,North,397,17.64,22.51,92.76,307.64,5939.42,4,2025-05-15,243.44,Active,High,41.55,439
VH-13685,Truck,Scania R,2017,Hybrid,411882,2024-09-19,2024-12-24,23.95,DR-8998,16,West,981.82,14.91,65.85,40.99,130.31,1183.88,9,2025-10-22,210.92,Decommissioned,Low,23.39,924
VH-13686,Van,Renault Trafic,2010,Diesel,179321,2024-12-04,2025-05-18,11.96,DR-2742,14,Central,213.04,7.33,29.06,17.81,53.72,6177.44,0,2026-01-25,72.92,Decommissioned,Low,9.04,510
VH-13687,Van,Mercedes Sprinter,2006,Hybrid,332576,2024-12-23,2025-03-20,24.64,DR-4136,30,North,971.8,12.82,75.8,39.44,68.01,8484.84,7,2025-10-08,202.05,In Repair,Low,25.19,695
VH-13688,Bus,Scania Citywide,2006,Electric,129743,2024-12-02,2025-05-14,4.02,DR-9984,29,South,54.81,0.93,58.94,13.63,21.13,1712.3,6,2025-06-21,167.68,Active,Low,46.91,331
VH-13689,Van,Renault Trafic,2007,Hybrid,282552,2024-12-09,2025-01-18,17.71,DR-1737,12,South,726.25,19.93,36.44,41.01,51.99,2296.58,9,2025-12-18,179.86,Decommissioned,Medium,31.7,449
VH-13690,Motorcycle,Kawasaki Z650,2008,Petrol,562939,2024-08-19,2025-01-22,4.75,DR-6854,18,North,485.47,5.81,83.56,102.2,198.54,5598.14,5,2026-02-15,107.71,In Repair,Low,48.02,645
VH-13691,Motorcycle,Honda CB500X,2016,Electric,364568,2024-12-30,2025-06-17,8.25,DR-6141,26,North,774.03,9.35,82.78,93.82,116.34,5076.87,0,2025-07-26,351.49,Active,High,34.72,709
VH-13692,Truck,Scania R,2016,Hybrid,488876,2024-10-04,2025-03-27,9.39,DR-8430,9,East,143.34,4.26,33.65,15.27,19.33,5594.13,8,2025-06-20,290.25,Decommissioned,Low,16.54,111
VH-13693,Bus,Volvo 7900,2021,Diesel,65470,2024-04-22,2024-07-15,21.43,DR-5654,32,South,923.41,16.09,57.39,43.09,58.46,5517.68,6,2025-11-17,258.95,In Repair,High,42.04,172
VH-13694,Car,Toyota Corolla,2012,Petrol,266852,2024-05-22,2024-11-11,16.38,DR-2047,24,North,217.07,3.94,55.09,13.25,29.85,2226.01,6,2026-02-16,150.33,Active,Medium,30.9,720
VH-13695,Van,Mercedes Sprinter,2021,Hybrid,70524,2024-02-25,2024-04-20,20.43,DR-2382,25,West,860.73,9.01,95.53,42.13,99.33,6814.27,5,2025-07-29,250.92,In Repair,Medium,24.81,504
VH-13696,Bus,Volvo 7900,2017,Diesel,549093,2024-04-28,2024-08-29,23.6,DR-4569,14,North,152.23,2,76.11,6.45,9.7,735.84,0,2025-07-02,69.14,Decommissioned,Low,35.57,323
VH-13697,Van,Ford Transit,2018,Diesel,80949,2024-12-05,2025-04-02,14.25,DR-2105,2,North,957.27,8.73,109.65,67.18,206.51,6797.79,8,2025-05-02,99.65,In Repair,High,33.12,804
VH-13698,Bus,Mercedes Citaro,2005,Electric,430214,2024-09-23,2025-02-04,13.89,DR-8215,4,East,660.89,7.68,86.05,47.58,91.31,2129.61,8,2025-08-18,373.45,Decommissioned,Low,7.68,699
VH-13699,Van,Mercedes Sprinter,2021,Hybrid,116936,2025-01-11,2025-02-18,23.84,DR-5192,22,South,693.25,11.37,60.97,29.08,45.84,9488.95,1,2025-07-22,185.15,Decommissioned,Medium,43.68,329
VH-13700,Truck,Volvo FH,2013,Electric,542697,2024-09-30,2025-01-14,17.16,DR-8437,27,North,549.05,4.73,116.08,32,56.04,2865.76,3,2025-04-16,82.33,In Repair,Medium,48.88,439
VH-13701,Van,Ford Transit,2008,Hybrid,308399,2024-12-15,2025-03-07,4.82,DR-7283,1,East,635.47,9.95,63.87,131.84,455.03,7580.31,4,2025-08-01,240.33,Decommissioned,Low,35.19,921
VH-13702,Van,Renault Trafic,2018,Electric,464777,2024-12-18,2025-05-13,6.24,DR-8107,13,South,47.69,0.47,101.47,7.64,22.57,8615.69,0,2025-09-18,102.37,In Repair,High,48.45,631
VH-13703,Car,Toyota Corolla,2013,Electric,91433,2024-04-09,2024-08-02,17.57,DR-5254,13,North,831.74,9.68,85.92,47.34,103.03,6738.52,4,2025-09-18,373.69,Active,Low,31.94,453
VH-13704,Van,Ford Transit,2007,Petrol,371934,2024-12-27,2025-06-25,11.5,DR-5968,15,Central,791.64,7.75,102.15,68.84,198.4,7101.21,1,2025-12-02,272.77,Active,Medium,45.97,493
VH-13705,Truck,Mercedes Actros,2021,Diesel,577057,2024-06-02,2024-07-11,24.62,DR-9311,5,West,22.78,0.2,113.9,0.93,1.23,5557.83,0,2025-05-25,99.05,Active,Low,9.65,316
VH-13706,Car,Ford Focus,2012,Electric,436859,2024-12-27,2025-02-17,13.46,DR-3687,31,Central,460.33,4.88,94.33,34.2,54.17,1785.99,3,2025-04-05,70.09,Active,High,47.72,752
VH-13707,Van,Mercedes Sprinter,2019,Hybrid,306443,2024-04-01,2024-08-24,15.29,DR-8179,6,West,916.34,13.12,69.84,59.93,164.62,6218.91,7,2025-06-16,266.14,In Repair,High,36.9,432
VH-13708,Truck,Volvo FH,2006,Diesel,477507,2024-10-12,2024-11-20,8.37,DR-9453,3,West,21.6,0.36,60,2.58,8.34,1337.06,2,2025-10-14,382.93,Active,Medium,45.7,183
VH-13709,Van,Ford Transit,2008,Hybrid,482788,2024-05-28,2024-11-03,4.87,DR-5505,12,North,930.21,23.43,39.7,191.01,559.06,2635.52,7,2025-09-24,278.96,Active,Low,43.33,892
VH-13710,Bus,Scania Citywide,2011,Electric,194206,2024-08-07,2024-09-14,7.5,DR-1394,14,West,172.51,4.79,36.01,23,54.1,9973.13,8,2026-01-15,256.19,Decommissioned,Low,49.24,96
VH-13711,Bus,Scania Citywide,2008,Diesel,554530,2024-06-18,2024-12-07,24.07,DR-7186,15,East,806.47,7.98,101.06,33.51,63.28,9680.77,3,2025-09-02,124.26,Active,Medium,8.46,613
VH-13712,Van,Mercedes Sprinter,2012,Electric,366659,2024-08-17,2024-10-01,19.36,DR-1960,19,South,282.67,4.09,69.11,14.6,48.6,5859.04,1,2025-05-28,209.33,In Repair,Low,23.48,573
VH-13713,Van,Mercedes Sprinter,2023,Electric,516810,2024-07-07,2024-11-12,13.65,DR-8332,1,East,42.22,1.95,21.65,3.09,4.87,9612.66,2,2025-06-13,398.06,In Repair,Medium,11.2,425
VH-13714,Car,Honda Civic,2010,Petrol,21076,2024-08-21,2025-02-17,24.03,DR-6254,12,East,249.36,2.14,116.52,10.38,32.81,700.19,5,2025-07-24,94.96,Decommissioned,Medium,26.11,956
VH-13715,Bus,Scania Citywide,2013,Petrol,354923,2024-03-15,2024-06-08,8.76,DR-9691,26,East,209.57,3.33,62.93,23.92,56.45,591.13,5,2025-05-05,210.35,In Repair,High,39.58,687
VH-13716,Bus,Volvo 7900,2019,Diesel,94447,2024-09-09,2025-01-03,19.88,DR-7267,12,East,599,18.16,32.98,30.13,96.1,9436,0,2025-05-14,391.36,Active,Medium,44.44,218
VH-13717,Truck,Scania R,2012,Petrol,185772,2024-09-13,2024-10-26,19.54,DR-2629,6,East,285.45,4.02,71.01,14.61,22.56,1206.29,7,2025-08-03,207.24,Active,Medium,8.53,158
VH-13718,Motorcycle,Kawasaki Z650,2007,Hybrid,429876,2024-06-16,2024-09-23,14.93,DR-5669,18,West,283.23,2.92,97,18.97,35.18,5341.05,0,2025-10-27,370.76,Active,Medium,19.43,470
VH-13719,Car,Honda Civic,2017,Diesel,211249,2024-09-28,2025-03-25,5.41,DR-1245,12,East,70.14,0.63,111.33,12.96,31.45,9798.93,0,2025-06-25,54.3,Active,Low,35.25,275
VH-13720,Bus,Mercedes Citaro,2014,Electric,206201,2024-12-04,2025-01-21,14.03,DR-5602,29,South,824.04,9.35,88.13,58.73,197.2,4363.14,7,2025-07-26,97.77,Decommissioned,High,26.69,272
VH-13721,Motorcycle,Kawasaki Z650,2015,Hybrid,88299,2024-03-26,2024-08-13,8.15,DR-2769,31,South,50.69,0.44,115.2,6.22,17.29,3857.65,8,2026-01-25,119.33,Decommissioned,High,15.62,958
VH-13722,Motorcycle,Honda CB500X,2020,Diesel,214860,2025-01-13,2025-03-19,24.88,DR-9514,20,North,249,2.39,104.18,10.01,17.94,9199.24,5,2025-10-06,332.66,Decommissioned,High,26.48,203
VH-13723,Motorcycle,Yamaha MT-07,2006,Electric,126920,2024-11-02,2025-05-01,4.1,DR-5895,23,South,915.15,28.48,32.13,223.21,281.74,8933.07,8,2025-03-29,144.67,In Repair,Medium,47.27,379
VH-13724,Van,Mercedes Sprinter,2015,Electric,156203,2024-11-06,2024-12-23,20.66,DR-6040,13,North,488.13,6.55,74.52,23.63,29.59,1514.41,4,2025-04-05,64.4,In Repair,High,30.51,949
VH-13725,Bus,Scania Citywide,2007,Diesel,283160,2024-05-09,2024-08-09,15.51,DR-8684,10,West,414.06,3.46,119.67,26.7,73.15,3672.96,0,2025-09-22,351.23,In Repair,Low,41.49,228
VH-13726,Truck,Scania R,2011,Petrol,92286,2024-12-24,2025-04-03,12,DR-4479,12,Central,201.87,5.21,38.75,16.82,50.39,8726.56,10,2026-01-06,303.44,Decommissioned,High,42.13,806
VH-13727,Motorcycle,Kawasaki Z650,2020,Petrol,103476,2024-05-25,2024-09-21,12.43,DR-7445,31,North,725.79,6.5,111.66,58.39,158.34,4773.18,2,2025-05-09,232.39,In Repair,High,10.99,462
VH-13728,Van,Ford Transit,2018,Diesel,291477,2024-09-25,2024-11-05,11.81,DR-3281,21,North,431.15,4.37,98.66,36.51,55.8,9066.42,9,2025-08-12,85.8,Active,High,48.04,571
VH-13729,Truck,Scania R,2021,Petrol,156547,2024-03-29,2024-06-07,16.14,DR-7846,30,North,307.13,3.56,86.27,19.03,34.74,1258.16,7,2025-05-29,74.97,In Repair,Medium,44.5,990
VH-13730,Truck,Volvo FH,2012,Electric,523071,2024-12-12,2025-04-21,22.09,DR-3934,34,North,179.83,2.01,89.47,8.14,23.51,8008.91,4,2026-01-29,97.89,Active,Medium,48.69,169
VH-13731,Truck,Volvo FH,2015,Hybrid,205656,2024-08-12,2024-10-20,4.66,DR-7511,9,East,366.03,3.44,106.4,78.55,201.06,3200.92,9,2025-06-05,152.21,Decommissioned,High,21.61,842
VH-13732,Truck,Volvo FH,2015,Diesel,123374,2024-12-10,2025-01-14,8.15,DR-3968,9,South,537.25,4.66,115.29,65.92,127.23,7494.85,1,2025-05-25,87.3,Active,Medium,44.05,708
VH-13733,Motorcycle,Kawasaki Z650,2024,Hybrid,588821,2024-10-27,2025-02-24,14.09,DR-5487,17,North,686.29,10.66,64.38,48.71,154.62,4141.61,10,2025-03-31,266.12,Active,Low,21.35,990
VH-13734,Bus,Volvo 7900,2024,Petrol,235761,2024-08-29,2024-10-30,8.72,DR-9862,31,South,450.09,16.42,27.41,51.62,170.72,2527.47,5,2025-06-11,196.35,Decommissioned,Medium,29.71,388
VH-13735,Motorcycle,Yamaha MT-07,2014,Hybrid,106865,2024-10-15,2025-04-04,11.84,DR-4058,10,West,429.86,5.16,83.31,36.31,61.27,9650.5,5,2025-07-25,389.54,In Repair,High,44.57,848
VH-13736,Bus,Volvo 7900,2005,Electric,226331,2024-04-02,2024-06-05,7.28,DR-5999,22,Central,236.53,2.18,108.5,32.49,73.61,9403.63,10,2025-03-28,204.39,Active,Low,34.07,578
VH-13737,Truck,Mercedes Actros,2010,Diesel,165414,2024-12-26,2025-02-23,20.09,DR-8132,1,West,740.02,17.9,41.34,36.84,45.86,5203.55,0,2025-06-20,298.33,In Repair,Low,23.32,791
VH-13738,Motorcycle,Yamaha MT-07,2023,Electric,409754,2024-04-10,2024-06-09,14.63,DR-9607,8,West,201.48,2.29,87.98,13.77,40.75,4198.05,4,2025-11-24,211.16,Active,High,24.26,416
VH-13739,Bus,Volvo 7900,2016,Petrol,524582,2024-07-18,2025-01-13,4.77,DR-9460,5,East,329.55,3.8,86.72,69.09,234.38,3186.42,0,2025-08-25,72.45,In Repair,High,14.59,425
VH-13740,Motorcycle,Yamaha MT-07,2016,Electric,461588,2024-03-14,2024-08-05,6.75,DR-3233,31,Central,246.86,12.07,20.45,36.57,108.32,6927.73,9,2025-08-07,137.76,In Repair,Low,44.23,144
VH-13741,Van,Renault Trafic,2017,Electric,100526,2024-06-09,2024-09-27,7.98,DR-3849,11,South,260.26,4.39,59.28,32.61,49.51,3616.66,0,2025-11-04,60.85,Decommissioned,Low,46.03,574
VH-13742,Bus,Volvo 7900,2022,Electric,576799,2024-04-23,2024-07-20,12.73,DR-6581,16,South,371.47,15.43,24.07,29.18,81.56,2948.01,2,2025-08-03,65.23,In Repair,High,21.36,118
VH-13743,Car,Ford Focus,2013,Electric,267103,2024-03-03,2024-04-08,14.86,DR-7431,2,Central,758.59,15.93,47.62,51.05,72.52,2027.05,9,2025-12-18,68.74,Decommissioned,High,32.91,778
VH-13744,Bus,Scania Citywide,2019,Diesel,492792,2024-12-10,2025-03-12,7.37,DR-5749,34,Central,831.11,7.1,117.06,112.77,209.37,9767.18,3,2025-12-20,136.91,In Repair,Medium,30.25,52
VH-13745,Van,Mercedes Sprinter,2006,Diesel,180591,2024-11-23,2025-01-11,20.4,DR-4905,28,North,616.85,11.92,51.75,30.24,104.55,8368.92,4,2025-08-09,251.18,Active,Low,39.54,388
VH-13746,Van,Mercedes Sprinter,2014,Petrol,582771,2024-11-19,2025-03-07,6.09,DR-4110,5,West,402.38,5.97,67.4,66.07,165.25,2566.76,6,2025-11-05,334.45,Active,Low,47.84,707
VH-13747,Bus,Scania Citywide,2015,Electric,328212,2024-12-10,2025-04-17,18.63,DR-6502,28,West,201.3,4.74,42.47,10.81,17.98,2376.87,2,2025-09-14,345.53,Decommissioned,Low,22.65,131
VH-13748,Truck,Scania R,2019,Electric,62161,2024-05-01,2024-08-21,20.63,DR-4011,5,North,829.03,17.9,46.31,40.19,116.55,5549.34,1,2025-07-23,298.51,Decommissioned,High,11.18,476
VH-13749,Bus,Mercedes Citaro,2013,Electric,592679,2024-12-03,2025-05-29,24.23,DR-1510,28,South,706.21,25.48,27.72,29.15,73.98,4978.04,8,2026-02-07,233.17,In Repair,Low,26.83,131
VH-13750,Bus,Scania Citywide,2021,Electric,518210,2024-08-11,2024-10-07,24.43,DR-6722,4,East,359.13,4.74,75.77,14.7,18.44,6248.93,3,2025-09-10,215.3,Active,Low,41.42,690
VH-13751,Truck,Mercedes Actros,2016,Hybrid,145354,2024-12-11,2025-01-15,5.21,DR-8084,10,West,768.73,8.62,89.18,147.55,445.03,8988.12,3,2025-09-18,357.14,In Repair,High,32.38,740
VH-13752,Van,Mercedes Sprinter,2015,Electric,40826,2024-03-29,2024-09-22,22.15,DR-1801,15,West,545.46,5.14,106.12,24.63,54.29,4829.21,4,2025-09-17,274.36,In Repair,High,8.98,394
VH-13753,Motorcycle,Yamaha MT-07,2014,Petrol,476000,2024-10-09,2024-12-03,19.48,DR-9542,17,West,998.8,8.33,119.9,51.27,150.18,9031.14,8,2025-12-28,145.98,In Repair,Medium,33.89,758
VH-13754,Car,Ford Focus,2009,Electric,80151,2025-01-04,2025-02-16,22.41,DR-2229,27,Central,960.24,21.66,44.33,42.85,75.27,6594.46,8,2025-04-10,186.72,Active,High,23.63,779
VH-13755,Bus,Mercedes Citaro,2021,Hybrid,54583,2024-06-30,2024-11-21,23.08,DR-6492,11,South,784.16,32.19,24.36,33.98,75.76,2177.45,5,2026-01-23,200.12,In Repair,High,11.87,268
VH-13756,Car,Toyota Corolla,2024,Hybrid,224062,2024-06-23,2024-11-01,17.56,DR-3259,10,North,681.91,6.28,108.58,38.83,116.85,4949.2,7,2025-11-04,337.29,Active,Medium,38.31,875
VH-13757,Motorcycle,Kawasaki Z650,2009,Petrol,439110,2024-06-21,2024-10-29,22.85,DR-8818,25,Central,365.73,5.1,71.71,16.01,20.3,5171.37,6,2026-01-23,146.93,Decommissioned,Low,41.16,748
VH-13758,Car,Ford Focus,2010,Hybrid,320131,2024-11-21,2025-04-13,16.84,DR-3790,25,West,869.7,10.62,81.89,51.64,76.96,8324.71,10,2025-04-18,73.11,Active,Low,17.01,706
VH-13759,Truck,Volvo FH,2022,Diesel,281038,2024-03-17,2024-05-16,5.48,DR-9033,27,South,596.57,7.05,84.62,108.86,143.14,7070.45,10,2025-06-04,251.05,Active,High,31.06,992
VH-13760,Car,Honda Civic,2023,Electric,174708,2024-04-15,2024-06-04,8.31,DR-6411,10,West,645.26,5.77,111.83,77.65,114.25,4495.09,10,2025-09-07,229.45,Decommissioned,High,14.45,658
VH-13761,Car,Ford Focus,2006,Diesel,444259,2024-02-26,2024-07-16,11.66,DR-4125,33,North,596.27,8.26,72.19,51.14,70.3,7604.75,8,2025-04-15,277.9,In Repair,Low,49.01,783
VH-13762,Motorcycle,Kawasaki Z650,2011,Hybrid,420560,2024-08-02,2024-12-05,19.33,DR-9677,20,Central,456.99,5.17,88.39,23.64,56.66,8889.45,2,2025-04-10,98.94,Decommissioned,Medium,21.01,887
VH-13763,Van,Ford Transit,2014,Diesel,510965,2024-10-13,2024-12-28,17.97,DR-4288,25,West,755.51,11.81,63.97,42.04,117.44,6666.91,1,2025-06-11,191.99,Active,Medium,28.22,646
VH-13764,Truck,Mercedes Actros,2024,Hybrid,282645,2024-03-16,2024-05-19,11.95,DR-1652,24,South,989.13,13.24,74.71,82.77,281.93,1964.71,8,2025-12-03,106.3,Active,High,29.36,594
VH-13765,Van,Mercedes Sprinter,2016,Electric,317113,2024-08-18,2024-12-05,18.05,DR-1507,18,Central,682.97,7.21,94.73,37.84,48.45,9440.68,1,2025-06-23,344.73,Active,Low,9.45,819
VH-13766,Bus,Mercedes Citaro,2014,Hybrid,195823,2025-01-13,2025-06-27,17.61,DR-8584,29,East,968.5,45.39,21.34,55,136.73,4962.79,10,2025-05-18,329.95,In Repair,Low,25.33,735
VH-13767,Van,Renault Trafic,2019,Electric,424723,2024-04-02,2024-08-24,15.15,DR-1886,5,East,568.63,10.22,55.64,37.53,86.23,2147.86,6,2025-08-18,183.68,Active,Low,33.06,480
VH-13768,Motorcycle,Kawasaki Z650,2012,Electric,93667,2025-01-21,2025-06-27,11.81,DR-2903,8,North,700.67,10.81,64.82,59.33,152.6,1728.36,7,2025-11-27,368.82,Active,High,13.83,935
VH-13769,Truck,Scania R,2011,Diesel,157162,2024-09-27,2025-02-24,4.25,DR-2789,18,North,363.4,4.81,75.55,85.51,241.79,1525.4,0,2025-04-23,230.64,In Repair,Medium,18.2,633
VH-13770,Bus,Volvo 7900,2012,Diesel,88218,2024-06-03,2024-08-30,7.17,DR-3451,33,North,956.28,17.14,55.79,133.37,253.44,1664.11,0,2025-12-14,209.17,Decommissioned,High,45.32,159
VH-13771,Van,Ford Transit,2015,Electric,338662,2024-04-21,2024-08-19,20.55,DR-7040,12,South,686.95,12.49,55,33.43,68.49,4212.94,8,2026-02-24,160.08,Decommissioned,Medium,24.13,310
VH-13772,Van,Renault Trafic,2019,Hybrid,197784,2024-07-10,2024-10-09,17.25,DR-2932,4,South,34.17,0.48,71.19,1.98,3.14,6835.11,9,2025-04-21,342.46,Decommissioned,Medium,11.91,79
VH-13773,Bus,Volvo 7900,2016,Electric,472976,2024-04-17,2024-09-05,21.78,DR-5360,4,North,782.33,10.92,71.64,35.92,118.96,8378.96,0,2025-10-17,367,Decommissioned,Medium,9.98,412
VH-13774,Van,Ford Transit,2008,Petrol,323886,2024-04-17,2024-09-25,14.47,DR-5204,33,East,63.39,1.49,42.54,4.38,9.38,6143.2,10,2026-01-12,120.12,Active,Low,10.34,331
VH-13775,Van,Ford Transit,2017,Hybrid,159092,2024-06-17,2024-10-24,4.97,DR-4002,33,South,554.05,9.39,59,111.48,162.78,6858.32,4,2025-05-17,376.9,Decommissioned,Low,28.37,776
VH-13776,Truck,Scania R,2016,Hybrid,250460,2024-12-01,2025-03-09,8.87,DR-1292,20,Central,942.44,10.1,93.31,106.25,217.37,7729.97,10,2025-09-07,330.67,In Repair,Medium,22.52,902
VH-13777,Car,Honda Civic,2014,Hybrid,481392,2025-01-01,2025-03-24,18.63,DR-1461,26,North,673.24,6.14,109.65,36.14,56.13,5989.3,2,2025-11-15,387.9,Active,High,38.49,669
VH-13778,Van,Mercedes Sprinter,2015,Hybrid,223502,2024-04-06,2024-08-24,13.01,DR-2749,8,Central,117.76,1.65,71.37,9.05,28.7,3405.96,0,2025-12-13,252.11,In Repair,High,38.28,229
VH-13779,Car,Toyota Corolla,2020,Hybrid,261383,2024-03-01,2024-06-25,19.35,DR-8588,21,West,24.87,0.28,88.82,1.29,1.83,3630.51,3,2026-01-01,107.52,Decommissioned,High,41.83,74
VH-13780,Van,Mercedes Sprinter,2008,Electric,59094,2024-12-18,2025-02-13,16.5,DR-4323,13,North,514.2,7.52,68.38,31.16,49.91,1289.47,9,2026-02-15,263.05,In Repair,Medium,10.58,106
VH-13781,Truck,Volvo FH,2022,Electric,505660,2024-10-03,2024-11-30,24.48,DR-6969,31,North,618.32,12.17,50.81,25.26,79.43,7980.24,9,2025-07-03,365.81,Active,High,43.7,99
VH-13782,Truck,Mercedes Actros,2014,Hybrid,257682,2024-11-16,2025-02-19,13.45,DR-2289,21,South,612.11,9.42,64.98,45.51,119.76,2477.07,6,2025-03-30,196.5,Decommissioned,High,7.19,637
VH-13783,Bus,Mercedes Citaro,2013,Hybrid,556219,2024-07-06,2024-09-29,15.67,DR-6348,25,South,242.46,2.66,91.15,15.47,42.64,3026.95,1,2025-08-04,140.9,Active,Low,44.97,441
VH-13784,Truck,Scania R,2019,Hybrid,518372,2024-03-19,2024-07-22,20.59,DR-6455,6,West,193.53,4.1,47.2,9.4,14.68,3987.29,4,2025-05-02,79.59,In Repair,Medium,43.02,264
VH-13785,Car,Ford Focus,2021,Electric,333367,2024-12-29,2025-04-19,8.31,DR-2699,12,Central,550.57,11.61,47.42,66.25,155.59,1315.61,4,2025-09-27,209.51,Active,Medium,49.47,470
VH-13786,Car,Honda Civic,2020,Petrol,565542,2024-07-24,2024-10-31,20.66,DR-8723,24,East,734.74,6.52,112.69,35.56,115.3,3211.32,4,2025-12-31,164.78,Active,High,6.18,558
VH-13787,Van,Ford Transit,2006,Diesel,474078,2024-12-12,2025-02-26,7.95,DR-9494,1,Central,685.41,6.05,113.29,86.22,197.17,7351.5,2,2026-01-26,200,Active,Low,11.29,526
VH-13788,Van,Ford Transit,2015,Diesel,298266,2024-12-26,2025-05-06,16.68,DR-7198,13,West,442.7,19.64,22.54,26.54,92.06,2963.01,5,2025-07-30,63.34,In Repair,High,39.6,69
VH-13789,Truck,Mercedes Actros,2012,Hybrid,94379,2024-12-09,2025-02-28,8.1,DR-3413,32,North,837.12,8.22,101.84,103.35,327.85,4626.7,9,2025-05-18,307.49,Decommissioned,High,32.85,401
VH-13790,Van,Renault Trafic,2012,Hybrid,278586,2024-05-09,2024-10-15,17.31,DR-6762,32,South,307.43,6.11,50.32,17.76,42.47,2933.52,7,2026-02-03,226.5,Decommissioned,Low,6.98,662
VH-13791,Van,Ford Transit,2016,Electric,22703,2024-08-17,2024-10-29,19.61,DR-9709,11,South,252.19,2.21,114.11,12.86,38.96,9480.6,1,2025-11-17,282.32,Active,High,41.96,183
VH-13792,Truck,Volvo FH,2018,Electric,177404,2024-12-09,2025-01-13,9.02,DR-7761,7,North,134.84,1.48,91.11,14.95,35.51,569.98,9,2025-07-19,78.6,Decommissioned,High,36.5,361
VH-13793,Car,Ford Focus,2024,Petrol,342287,2024-04-30,2024-06-20,24.72,DR-3379,3,North,516.68,8.81,58.65,20.9,50.32,2254.76,10,2025-12-02,244.52,In Repair,High,22.41,838
VH-13794,Motorcycle,Honda CB500X,2013,Hybrid,492698,2024-03-07,2024-05-23,11.54,DR-4144,20,East,120.99,1.02,118.62,10.48,19.97,9053.7,6,2025-09-02,282.12,In Repair,High,25.04,414
VH-13795,Bus,Volvo 7900,2022,Diesel,224582,2024-08-31,2024-10-02,22.04,DR-7311,30,North,669.63,5.6,119.58,30.38,66.18,4200.2,7,2025-04-15,165.61,In Repair,Medium,19.53,475
VH-13796,Bus,Scania Citywide,2020,Diesel,63642,2024-11-26,2025-04-25,11.94,DR-1415,19,South,317.86,9.24,34.4,26.62,50.34,5238.55,6,2025-09-30,209.34,Decommissioned,Low,36.72,522
VH-13797,Car,Ford Focus,2014,Electric,337075,2024-03-05,2024-04-28,18.58,DR-8633,30,East,65.66,1.37,47.93,3.53,9.6,1179.38,9,2026-01-20,341.99,Decommissioned,High,48.07,368
VH-13798,Motorcycle,Honda CB500X,2014,Hybrid,477772,2024-12-06,2025-01-09,24.94,DR-9012,28,East,969.8,20.76,46.71,38.89,94.64,5840.95,7,2025-09-12,70.14,In Repair,Medium,7.51,929
VH-13799,Motorcycle,Kawasaki Z650,2022,Hybrid,125565,2024-05-05,2024-09-20,15.66,DR-5327,23,West,525.21,8.88,59.15,33.54,77.69,9845.22,9,2025-07-14,393.42,In Repair,Medium,6.87,474
